Place of Publication,Year of Publication,Author,URL
Edinburgh,1855,"Ruffini, Giovanni",http://www.flickr.com/photos/britishlibrary/tags/sysnum000096025
London,1787,"OLDMIXON, John - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum000098625
London,1794,"CROSS, John C. - Dramatist",http://www.flickr.com/photos/britishlibrary/tags/sysnum000099576
London; Oxford,1710,"EVANS, Abel.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000099578
London,1846,"RYMER, James Malcolm.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000099583
London,1785,Inchbald - Mrs,http://www.flickr.com/photos/britishlibrary/tags/sysnum000099710
Malton,1822,"GREENWOOD, William - Author of “The Vale of Apperley.”",http://www.flickr.com/photos/britishlibrary/tags/sysnum000099961
Boston,1848,"LOWELL, John Amory.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000100453
London,1868,"SAINT JOHN, Vane Ireton.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000100850
London,1777,"O'HARA, Kane.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000101009
London,1801,"GURNEY, Hudson.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000101363
Great Yarmouth,1844,"G., H.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000101366
London,1893,"MACDONALD, Alexander - War Correspondent",http://www.flickr.com/photos/britishlibrary/tags/sysnum000103149
London,1877-96,"POLLARD, Alfred William - C.B., Keeper of Printed Books, British Museum",http://www.flickr.com/photos/britishlibrary/tags/sysnum000103877
Paris,1859-69,"PIGEOTTE, Léon.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000104150
Paris,"1889, 94","DOTTIN, Georges.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000104154
Milano,1883,"Micca, Pietro",http://www.flickr.com/photos/britishlibrary/tags/sysnum000105878
Paris,1898,"COMBES DE LESTRADE, Gaëtan - Viscount",http://www.flickr.com/photos/britishlibrary/tags/sysnum000106158
London,1851,"MANGLES, James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000106294
London,1887,"BULLEN, Arthur Henry.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000106624
Paris,1882,"DRAPEYRON, Ludovic.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000106918
Chur,1877,"BOTT, Jacob.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000107010
Amsterdam,1840-83,"BRILL, Willem Gerrit.|REES, Otto van - Professor at Utrecht|VLOTEN, Johan van.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000107307
London,1824,"LANDOR, Robert Eyres.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000107921
Firenze,1819,"ANGELUCCI, Giulio Anastasio.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000107924
Paris,1824,"BEAUMONT, Charles de - Count d'Autichamp|FROTTÉ, Marie Paul Louis de - Count|STOFFLET, Jean Nicolas.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000108063
Edinburgh,1881,"BANKS, William Mitchell - Sir|CATON, Richard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000109420
London,1823,"BELL, William Boscawen.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000109429
Moulins,1892,"VAYSSIÈRE, A. - Archivist",http://www.flickr.com/photos/britishlibrary/tags/sysnum000109445
Madrid,1867,"FERNÁNDEZ GUERRA Y ORBE, Aureliano.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000109932
Toulouse,1898,"BRAUD, Louis.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000110749
London,1651,"J., F.|JAQUES, F.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000111406
Oxford,[1785.],"DUNSTER, Charles.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000111455
London,1809,"TAYLOR, Thomas - the Platonist",http://www.flickr.com/photos/britishlibrary/tags/sysnum000111669
Berolini,1835,"MICHELET, Carl Ludwig.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000111869
Lipsiae,"1834, 1836","Bekker, Immanuel|IDELER, Julius Ludwig.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000112109
Paris,1803,"MILLON, Charles - Professor, of Paris",http://www.flickr.com/photos/britishlibrary/tags/sysnum000112593
London,1890,"Baring-Gould, S. (Sabine)",http://www.flickr.com/photos/britishlibrary/tags/sysnum000115066
London,1853,"WHITEHEAD, Sarah R.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000116525
Niort,1876,"BAUGIER, Antoine.|CONTE, Édouard Guillaume.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000117698
London,1817,"BERNEL, George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000117760
London,1896,"PRITCHETT, Robert Taylor - K.C.I.E",http://www.flickr.com/photos/britishlibrary/tags/sysnum000119124
London,1878 [1877],"ARNOLD, Charlotte.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000119421
London,1852,"RYMER, James Malcolm.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000119498
London,1862,"WILSON, William - Minister at Etal",http://www.flickr.com/photos/britishlibrary/tags/sysnum000119514
London,1882,"Arnold, Edwin - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum000119572
London,1850,"MARSH, afterwards MARSH-CALDWELL, Anne.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000119589
London,1883,"ARNOLD, Eleanor - afterwards WODEHOUSE (Eleanor) Hon. Mrs. Armine Wodehouse, afterwards MANSFIELD (Eleanor) Baroness Sandhurst",http://www.flickr.com/photos/britishlibrary/tags/sysnum000119831
London,1845,"PRICE, Bonamy.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000120150
Stockholm,1899,"HEDIN, Adolf.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000120481
London,1812,"ROOKE, John - Translator",http://www.flickr.com/photos/britishlibrary/tags/sysnum000122224
London,1813,"ROOKE, John - Translator",http://www.flickr.com/photos/britishlibrary/tags/sysnum000122225
London,1884,"CHINNOCK, Edward James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000122226
Lipsiae,1842,"HOFFMANN, Samuel Friedrich Wilhelm.|OSANN, Friedrich Gotthilf.|STUCK, Johann Wilhelm.|TENNULIUS, Samuel.|VOSSIUS, Isaac.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000122277
Paris,1860,"CHOTARD, Henry.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000122281
Lecco,1889,"ARRIGONI, Luigi - Sacerdote|STOPPANI, Antonio.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000122459
London,1868,"SMITH, Augustus John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000122610
London,1856,"NICOLAY, Charles Grenfell.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000122645
London,1744,"ARMSTRONG, John - Physician and Poet",http://www.flickr.com/photos/britishlibrary/tags/sysnum000123451
London,1728,"CONCANEN, Matthew - the Elder",http://www.flickr.com/photos/britishlibrary/tags/sysnum000123464
London,1876,"NEVILLE, Mary.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000124015
London,1818,"KNAPP, John Leonard.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000124018
London,1886,"Craik, Dinah Maria Mulock",http://www.flickr.com/photos/britishlibrary/tags/sysnum000124034
"New York, London",1885,"FAWCETT, Edgar.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000124229
Carlisle,[1880?],"TUCK, George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000124490
London,[1885.],"KIRTON, John William.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000124578
"pp. 64. W. Cann: Plymouth, [1870?]",,"PLIMSOLL, Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000124885
London,1864,"COCHRANE, Alexander Dundas Ross - afterwards COCHRANE-WISHART-BAILLIE (Alexander Dundas Ross) Baron Lamington",http://www.flickr.com/photos/britishlibrary/tags/sysnum000124931
London,1856,"WARREN, Elizabeth - Miss",http://www.flickr.com/photos/britishlibrary/tags/sysnum000126091
London,1822,"SCHIMMELPENNINCK, Mary Anne - Mrs",http://www.flickr.com/photos/britishlibrary/tags/sysnum000126092
London,1830,"ASHBURNHAM, George - Earl of Ashburnham",http://www.flickr.com/photos/britishlibrary/tags/sysnum000127459
London,1893,"KITTON, Frederic George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000127777
London,1860 [1859],"DE WINTON, afterwards STRETTON, Julia Cecilia.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000128110
London,[1893],"LETTS, Charles J.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000128995
London,1881,"Braddon, M. E. (Mary Elizabeth)",http://www.flickr.com/photos/britishlibrary/tags/sysnum000130629
London,1805,"WAUTHIER, J. M.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000130655
London,1806,"WAUTHIER, J. M.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000130656
London,1831,"POTE, B. E.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000131442
Dieppe,1874,"HARDY, Michel.|SAUVAGE, Eugène Paul Marie.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000131551
Pest,1868,"Görgey, Artúr",http://www.flickr.com/photos/britishlibrary/tags/sysnum000131728
Dorchester,1820,"OFFLEY - Mrs., of Dorchester",http://www.flickr.com/photos/britishlibrary/tags/sysnum000131924
Jenae,1801,"EICHSTAEDT, Heinrich Carl Abraham.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000132377
Paris,1865,"LEFEBVRE LABOULAYE, Édouard René.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000132719
London,1872,"TABOR, afterwards STEPHENSON, Eliza.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000132894
London,1744,"RALPH, James - Miscellaneous Writer",http://www.flickr.com/photos/britishlibrary/tags/sysnum000133253
Kristiania,1895,"HOLMBOE, Thorolf.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000133408
London,1898,"BULL, Henrik Johan.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000133409
Edinburgh,1779.],"COLVILL, Robert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000133732
London,1876,"Roberts, Margaret",http://www.flickr.com/photos/britishlibrary/tags/sysnum000133917
London,1877 [1876],"Roberts, Margaret",http://www.flickr.com/photos/britishlibrary/tags/sysnum000133918
London,1836,"SALT, Henry.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000133978
London,1756,"BROWN, John - Vicar of Newcastle-upon-Tyne|GARRICK, David.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000134300
London,1812,"KELSALL, Charles.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000134835
London,1888,"ATHERSTONE, Mary Elizabeth.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000134862
London,1861,"FOWLER, Frank.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000134968
Salisbury,1855,"ROBERTS, William - Esq",http://www.flickr.com/photos/britishlibrary/tags/sysnum000136478
"Meriden, Conn",1895,"GRIGGS, Leverett Stearns.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000137423
Leipzig,1874,"AUBEL, Carl.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000137729
Paris; Moulins,"1896, 1936","LA BOUTRESSE, Roger de.|TIERSONNIER, Philippe.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000138105
Trévoux,"1868, [1864-68]","GUIGUE, Marie Claude.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000138625
London,1843,"SIMPSON, Wolley.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000139282
Paris,"1873, 93","FAYET, Antoine.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000139716
München,1897,"SCHMID, Wolfgang Maria.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000140761
Rouen,1890,"FRAIPONT, Gustave.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000140848
Paris,1877,"GROMMÉ, W. T.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000140879
London,1835,"MERLE, Jean Toussaint.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000141476
London,1878,"RUSSELL, William Clark.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000142998
Paris,"1872, 73","FAURE, Émile Valentin César.|MAURIN, Albert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000143268
London,1896,"DOBSON, Henry Austin.|THOMSON, Hugh.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000144509
London,1897,"DOBSON, Henry Austin.|THOMSON, Hugh.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000144558
London,1897,"Dobson, Austin|THOMSON, Hugh.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000144597
enk,1895,"Brock, C. E. (Charles Edmund)|Dobson, Austin",http://www.flickr.com/photos/britishlibrary/tags/sysnum000144653
enk,1896,"Dobson, Austin|Thomson, Hugh",http://www.flickr.com/photos/britishlibrary/tags/sysnum000144749
Adelaide,1882,"WATTS, Alfred - Mrs",http://www.flickr.com/photos/britishlibrary/tags/sysnum000147495
Perth,1892,"HART, Francis - of Perth, Western Australia",http://www.flickr.com/photos/britishlibrary/tags/sysnum000147555
London,1842,"GILL, Alfred.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000147715
London,1823,"Caswall, Alfred.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000147808
London,1827,"TRANT, Thomas Abercromby.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000150264
Paris,1857,"VARNHAGEN, Francisco Adolfo de - Viscount de Porto Seguro",http://www.flickr.com/photos/britishlibrary/tags/sysnum000151889
Paris,1869,"CABOT, John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000151904
Paris,1846,"BÉTHENCOURT, Jean de - Baron de Saint-Martin-le-Gaillard",http://www.flickr.com/photos/britishlibrary/tags/sysnum000151907
Paris,1858,"VARNHAGEN, Francisco Adolfo de - Viscount de Porto Seguro",http://www.flickr.com/photos/britishlibrary/tags/sysnum000151917
London,1853,"Craik, Dinah Maria Mulock",http://www.flickr.com/photos/britishlibrary/tags/sysnum000152291
London,1792,"GEDDES, Alexander.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000152579
Madrid,1847,"AZARA, Agustin de - Marquis de Nibbiano|CASTELLANOS DE LOSADA, Basilio Sebastian.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000155295
Madrid,1847,"AZARA, Agustin de - Marquis de Nibbiano|CASTELLANOS DE LOSADA, Basilio Sebastian.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000155304
Montevideo,1850,"RIVADAVIA, Bernardino de la Trinidad - President of the Argentine Republic|VARELA, Florencio.|Walckenaer, C. A. - (Charles Athanase)",http://www.flickr.com/photos/britishlibrary/tags/sysnum000155307
London,1868,"EDWY, King of England",http://www.flickr.com/photos/britishlibrary/tags/sysnum000156291
T. C. Newby; London,[1855.],"CHICHESTER, Frederick Richard - Earl of Belfast",http://www.flickr.com/photos/britishlibrary/tags/sysnum000156352
London,1852,"CHICHESTER, Frederick Richard - Earl of Belfast",http://www.flickr.com/photos/britishlibrary/tags/sysnum000156353
London,1859,"CHICHESTER, Frederick Richard - Earl of Belfast",http://www.flickr.com/photos/britishlibrary/tags/sysnum000156354
London,1853,"CHICHESTER, Frederick Richard - Earl of Belfast",http://www.flickr.com/photos/britishlibrary/tags/sysnum000156356
London,1851,"CHICHESTER, Frederick Richard - Earl of Belfast",http://www.flickr.com/photos/britishlibrary/tags/sysnum000156358
London,1762,"BOSCAWEN, Frances Evelyn.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000156460
"pp. 95. Erskine Macdonald: London, 1921",,"BULKLEY, A. M.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000156798
Philadelphia,[1872]],"BENTON, C. C.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000157004
London,1856,"BENSON, Eliza.|BENSON, Richard Meux.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000157238
Bath,1844,"BURT, Edward - Commander, R.N",http://www.flickr.com/photos/britishlibrary/tags/sysnum000157305
London,[1858.],"BEVAN, Emma Frances.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000157348
London,1858,"BEVAN, Emma Frances.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000157349
London,1836,"LA BAUME LE BLANC, Louise Françoise de - Duchess de la Vallière",http://www.flickr.com/photos/britishlibrary/tags/sysnum000157371
London,1875.],"BLANCHARD, Edward Litt Leman.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000157374
"pp. xi. 59. J. Parker & Co.: Oxford, [1900.]",,"BUTTERFIELD, Frederick William Louis - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum000157633
London,[1836?],"BUDD, G. H.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000157754
London,1896 [1895],"BURDEN, Harold Nelson.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000157921
London,1871,"CAVENDISH, Henry Frederick Compton.|HORNBY, Geoffrey Thomas Phipps - Sir, G.C.B|BARRATT, Joseph - M.D|Tenesles, Nicola.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000158052
Budapest,"1897, 98","BREIT, József.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000158107
Québec,1887,"BONNEFONS, J. C.|CASGRAIN, Henri Raymond.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000158296
Aberdeen?,1894.],"BULLOCH, John Malcolm.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000158370
London,1879,"BOTTLE, Joshua T.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000158403
London,1852,"BULLOCK, James Trower.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000158408
Kolozsvártt,1872,"SZABÓ, Lajos - Balkányi",http://www.flickr.com/photos/britishlibrary/tags/sysnum000158459
Birmingham,[1877]],"BENTON, Lucy.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000158480
Paris,1843,"BUCHON, Jean Alexandre C.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000158712
Baltimore,1871,"BOULIGNY, M. E. Parker.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000158754
London,1874,"BROCKLEHURST, Philip Lancaster.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000158952
Lee,1881,"BUNNING, S. A.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000159267
London,"1886, [1885]","BOULTON, Thomas A.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000159421
London,1837,"BEAUMONT, Thomas Wentworth.",http://www.flickr.com/photos/britishlibrary/tags/sysnum000159457
